KANT_start,KANT_end,start_kant_id,end_kant_id,X_start,Y_start,X_end,Y_end,route_id,Population,RegularMovers
Aakre Valga,Aakre Valga,1,1,627213.008798677,6440209.31365088,627213.008798677,6440209.31365088,1697,470,96
Aakre Valga,Annikoru Tartu,1,25,627213.008798677,6440209.31365088,634298.193716758,6461855.93781216,21178,470,1
Aakre Valga,Elva linn,1,49,627213.008798677,6440209.31365088,642136.014360787,6456562.83692973,41506,470,12
Aakre Valga,Elva ümbruse kant Tartu,1,50,627213.008798677,6440209.31365088,639265.501559962,6453031.6043608,42353,470,1
Aakre Valga,Hellenurme Valga,1,81,627213.008798677,6440209.31365088,640178.641901282,6447022.34053979,68610,470,2
Aakre Valga,Helme Valga,1,82,627213.008798677,6440209.31365088,611392.704776615,6429856.66892107,69457,470,2
Aakre Valga,Hummuli Valga,1,89,627213.008798677,6440209.31365088,619644.086140531,6418002.56618481,75386,470,2
Aakre Valga,Jõgeveste Valga,1,117,627213.008798677,6440209.31365088,617708.187558734,6430326.33312627,99102,470,3
Aakre Valga,Kehra linn,1,190,627213.008798677,6440209.31365088,575740.485497538,6578271.83340291,160933,470,1
Aakre Valga,Kesklinna linnaosa,1,845,627213.008798677,6440209.31365088,543405.459220458,6588250.78849127,714871,470,1
Aakre Valga,Kiili Harju,1,204,627213.008798677,6440209.31365088,547674.290315474,6575276.8934339,172791,470,1
Aakre Valga,Konguta Tartu,1,237,627213.008798677,6440209.31365088,636743.078033474,6456630.4962074,200742,470,1
Aakre Valga,Kuigatsi Valga,1,256,627213.008798677,6440209.31365088,632652.347204791,6431276.36918822,216835,470,9
Aakre Valga,Lasnamäe linnaosa,1,847,627213.008798677,6440209.31365088,548341.135208003,6588755.07427163,716565,470,1
Aakre Valga,Leebiku Valga,1,328,627213.008798677,6440209.31365088,616928.105476292,6439697.3998298,276972,470,3
Aakre Valga,Lohkva Tartu,1,351,627213.008798677,6440209.31365088,664732.889869944,6473621.05436976,296453,470,1
Aakre Valga,Luige Harju,1,360,627213.008798677,6440209.31365088,544512.94115617,6578183.7613368,304076,470,1
Aakre Valga,Luke Tartu,1,361,627213.008798677,6440209.31365088,649276.150246612,6458022.46844173,304923,470,1
Aakre Valga,Mustamäe linnaosa,1,842,627213.008798677,6440209.31365088,538422.923591128,6585222.09511421,712330,470,1
Aakre Valga,Mustla Viljandi,1,402,627213.008798677,6440209.31365088,607609.726556099,6455670.07815026,339650,470,1
Aakre Valga,Nõo Tartu,1,432,627213.008798677,6440209.31365088,650304.761588963,6461351.31469665,365060,470,3
Aakre Valga,Nõuni Valga,1,433,627213.008798677,6440209.31365088,647799.410512505,6445605.11146424,365907,470,1
Aakre Valga,Otepää linn,1,451,627213.008798677,6440209.31365088,646893.619321832,6437809.02659805,381153,470,3
Aakre Valga,Otepää Valga,1,452,627213.008798677,6440209.31365088,647153.129345161,6437845.21805959,382000,470,3
Aakre Valga,Paikuse Pärnu,1,459,627213.008798677,6440209.31365088,536556.982871222,6466605.9323021,387929,470,1
Aakre Valga,Palupera Valga,1,469,627213.008798677,6440209.31365088,637662.379154004,6443105.85755056,396399,470,7
Aakre Valga,Pikasilla Valga,1,493,627213.008798677,6440209.31365088,620348.640480408,6441633.23081213,416727,470,25
Aakre Valga,Puka Valga,1,515,627213.008798677,6440209.31365088,629654.751849597,6434821.51528411,435361,470,138
Aakre Valga,Põlva linn,1,523,627213.008798677,6440209.31365088,681216.429328809,6439583.71137453,442137,470,1
Aakre Valga,Rannu Tartu,1,552,627213.008798677,6440209.31365088,629161.536870181,6458280.46883119,466700,470,1
Aakre Valga,Rulli Valga,1,575,627213.008798677,6440209.31365088,619544.981412985,6436238.42482395,486181,470,7
Aakre Valga,Rõngu Tartu,1,579,627213.008798677,6440209.31365088,632067.794180937,6447812.28497961,489569,470,77
Aakre Valga,Sangaste Valga,1,603,627213.008798677,6440209.31365088,638703.820599255,6422369.30820659,509897,470,2
Aakre Valga,Sindi linn,1,623,627213.008798677,6440209.31365088,538210.44587444,6473537.14058953,526837,470,2
Aakre Valga,Suislepa Viljandi,1,633,627213.008798677,6440209.31365088,615430.892055948,6446950.11918308,535307,470,1
Aakre Valga,Tamsa Tartu,1,666,627213.008798677,6440209.31365088,645012.596927918,6452340.28708708,563258,470,1
Aakre Valga,Tartu linn,1,673,627213.008798677,6440209.31365088,659624.726363288,6473199.66059353,569187,470,26
Aakre Valga,Tsirguliina Valga,1,688,627213.008798677,6440209.31365088,628882.013687094,6416178.46149052,581892,470,1
Aakre Valga,Tõrva linn,1,702,627213.008798677,6440209.31365088,613856.789098756,6430526.54518759,593750,470,8
Aakre Valga,Valga linn,1,739,627213.008798677,6440209.31365088,623193.759906176,6405963.39687719,625089,470,4
Aakre Valga,Valguta Tartu,1,744,627213.008798677,6440209.31365088,626640.526675529,6450343.24621742,629324,470,4
Aakre Valga,Vellavere Tartu,1,772,627213.008798677,6440209.31365088,639673.652987557,6462560.74269829,653040,470,1
Aakre Valga,Vidrike Valga,1,778,627213.008798677,6440209.31365088,648199.949259565,6428504.44737932,658122,470,1
Aakre Valga,Viljandi linn,1,788,627213.008798677,6440209.31365088,593137.559151462,6469928.17101776,666592,470,1
Aakre Valga,Värska Põlva,1,827,627213.008798677,6440209.31365088,714783.670514635,6428903.57490259,699625,470,1
Aakre Valga,Õru Valga,1,833,627213.008798677,6440209.31365088,627647.829536534,6423045.32391862,704707,470,1
Aakre Valga,Ülenurme Tartu,1,839,627213.008798677,6440209.31365088,659202.938890576,6468463.21519799,709789,470,2
Aardla Tartu,Aardla Tartu,2,2,664206.080559745,6466176.45353372,664206.080559745,6466176.45353372,2545,1087,239
Aardla Tartu,Ahja Põlva,2,11,664206.080559745,6466176.45353372,679961.243459455,6455724.16991052,10168,1087,5
Aardla Tartu,Elva linn,2,49,664206.080559745,6466176.45353372,642136.014360787,6456562.83692973,41507,1087,1
Aardla Tartu,Haage Tartu,2,58,664206.080559745,6466176.45353372,649045.332982645,6470852.0148829,49130,1087,2
Aardla Tartu,Ignase Tartu,2,93,664206.080559745,6466176.45353372,669458.603374687,6459957.62481809,78775,1087,2
Aardla Tartu,Ilmatsalu Tartu,2,98,664206.080559745,6466176.45353372,650388.734103763,6475218.92597692,83010,1087,5
Aardla Tartu,Kaagvere Tartu,2,133,664206.080559745,6466176.45353372,669677.698460787,6471039.91737068,112655,1087,1
Aardla Tartu,Kamari Jõgeva,2,159,664206.080559745,6466176.45353372,616219.074059154,6496485.72928092,134677,1087,1
Aardla Tartu,Kambja Tartu,2,160,664206.080559745,6466176.45353372,658821.631412555,6456602.86622858,135524,1087,5
Aardla Tartu,Kanepi Põlva,2,163,664206.080559745,6466176.45353372,662695.778526603,6430249.82028474,138065,1087,5
Aardla Tartu,Kesklinna linnaosa,2,845,664206.080559745,6466176.45353372,543405.459220458,6588250.78849127,714872,1087,12
Aardla Tartu,Kristiine linnaosa,2,841,664206.080559745,6466176.45353372,540384.878200833,6586570.43047553,711484,1087,1
Aardla Tartu,Kuima-Tännassilma Põlva,2,258,664206.080559745,6466176.45353372,675870.225077759,6435740.57088761,218530,1087,1
Aardla Tartu,Kõrveküla Tartu,2,286,664206.080559745,6466176.45353372,663954.298140967,6480826.36736789,851,1087,3
Aardla Tartu,Külitse Tartu,2,303,664206.080559745,6466176.45353372,654189.346667155,6467501.62121428,255798,1087,4
Aardla Tartu,Lohkva Tartu,2,351,664206.080559745,6466176.45353372,664732.889869944,6473621.05436976,296454,1087,33
Aardla Tartu,Loo Harju,2,354,664206.080559745,6466176.45353372,556405.45092912,6588378.94212603,298995,1087,1
Aardla Tartu,Luunja Tartu,2,364,664206.080559745,6466176.45353372,671453.783940101,6477137.08348617,307465,1087,3
Aardla Tartu,Maardu linn,2,374,664206.080559745,6466176.45353372,555201.175301427,6592344.0471966,315935,1087,1
Aardla Tartu,Melliste Tartu,2,392,664206.080559745,6466176.45353372,674260.630163095,6469050.8673118,331181,1087,2
Aardla Tartu,Märja Tartu,2,415,664206.080559745,6466176.45353372,655567.538465018,6473732.90672184,350662,1087,12
Aardla Tartu,Nõmme linnaosa,2,843,664206.080559745,6466176.45353372,538867.807139705,6582028.07652307,713178,1087,1
Aardla Tartu,Pangodi Tartu,2,472,664206.080559745,6466176.45353372,652711.890367938,6451760.81716687,398941,1087,3
Aardla Tartu,Peetri Harju,2,480,664206.080559745,6466176.45353372,547720.49458339,6583147.04786292,405717,1087,1
Aardla Tartu,Pirita linnaosa,2,846,664206.080559745,6466176.45353372,548907.034348579,6593026.89930758,715719,1087,1
Aardla Tartu,Puhja Tartu,2,509,664206.080559745,6466176.45353372,634724.553452303,6470641.6564378,430280,1087,1
Aardla Tartu,Põlgaste Põlva,2,520,664206.080559745,6466176.45353372,670339.197755218,6431737.44451613,439597,1087,1
Aardla Tartu,Põltsamaa linn,2,521,664206.080559745,6466176.45353372,614699.601567756,6503153.3550648,440444,1087,2
Aardla Tartu,Põlva linn,2,523,664206.080559745,6466176.45353372,681216.429328809,6439583.71137453,442138,1087,4
Aardla Tartu,Rannu Tartu,2,552,664206.080559745,6466176.45353372,629161.536870181,6458280.46883119,466701,1087,1
Aardla Tartu,Rasina Põlva,2,555,664206.080559745,6466176.45353372,689036.63436349,6458205.03543551,469242,1087,1
Aardla Tartu,Reola Tartu,2,559,664206.080559745,6466176.45353372,658306.155419608,6463910.76812748,472630,1087,18
Aardla Tartu,Roiu Tartu,2,570,664206.080559745,6466176.45353372,669740.636276534,6465079.7233904,481947,1087,42
Aardla Tartu,Rosma Põlva,2,573,664206.080559745,6466176.45353372,685801.890652496,6437191.03571439,484488,1087,1
Aardla Tartu,Rõngu Tartu,2,579,664206.080559745,6466176.45353372,632067.794180937,6447812.28497961,489570,1087,4
Aardla Tartu,Räni Tartu,2,582,664206.080559745,6466176.45353372,655237.976469551,6471161.73378277,492111,1087,15
Aardla Tartu,Siimusti Jõgeva,2,619,664206.080559745,6466176.45353372,635482.298998865,6513239.62879213,523450,1087,3
Aardla Tartu,Tabasalu Harju,2,652,664206.080559745,6466176.45353372,528259.267106942,6587857.89934129,551401,1087,1
Aardla Tartu,Tammistu Tartu,2,665,664206.080559745,6466176.45353372,671834.912889619,6482316.49161873,562412,1087,1
Aardla Tartu,Tartu linn,2,673,664206.080559745,6466176.45353372,659624.726363288,6473199.66059353,569188,1087,543
Aardla Tartu,Vahi Tartu,2,730,664206.080559745,6466176.45353372,656857.958281753,6480194.05175662,617467,1087,5
Aardla Tartu,Vana-Kuuste Tartu,2,751,664206.080559745,6466176.45353372,664598.069073149,6457855.38914938,635254,1087,4
Aardla Tartu,Vara Tartu,2,755,664206.080559745,6466176.45353372,670684.782718192,6489578.1860414,638642,1087,2
Aardla Tartu,Vastse-Kuuste Põlva,2,766,664206.080559745,6466176.45353372,673898.270250924,6451494.0100595,647959,1087,1
Aardla Tartu,Vorbuse (Tähtvere) kant Tartu,2,802,664206.080559745,6466176.45353372,652329.217256745,6479078.44351441,678451,1087,5
Aardla Tartu,Võnnu Tartu,2,810,664206.080559745,6466176.45353372,681155.798400726,6464203.84966399,685227,1087,5
Aardla Tartu,Ülenurme Tartu,2,839,664206.080559745,6466176.45353372,659202.938890576,6468463.21519799,709790,1087,79
Aarna Põlva,Aarna Põlva,3,3,674944.509786367,6441704.07653385,674944.509786367,6441704.07653385,3393,243,19
Aarna Põlva,Ahja Põlva,3,11,674944.509786367,6441704.07653385,679961.243459455,6455724.16991052,10169,243,1
Aarna Põlva,Himmaste Põlva,3,83,674944.509786367,6441704.07653385,683261.780897535,6444758.16805732,70306,243,7
Aarna Põlva,Holvandi Põlva,3,87,674944.509786367,6441704.07653385,687737.225189443,6440719.96363004,73694,243,1
Aarna Põlva,Ihamaru Põlva,3,94,674944.509786367,6441704.07653385,671145.278320324,6438926.47755853,79623,243,7
Aarna Põlva,Kanepi Põlva,3,163,674944.509786367,6441704.07653385,662695.778526603,6430249.82028474,138066,243,3
Aarna Põlva,Karilatsi Põlva,3,167,674944.509786367,6441704.07653385,670844.764002824,6444961.20427987,141454,243,1
Aarna Põlva,Kauksi Põlva,3,182,674944.509786367,6441704.07653385,691155.807641566,6443162.78799371,154159,243,1
Aarna Põlva,Krootuse Põlva,3,252,674944.509786367,6441704.07653385,667038.754107084,6441345.84900061,213449,243,20
Aarna Põlva,Kuima-Tännassilma Põlva,3,258,674944.509786367,6441704.07653385,675870.225077759,6435740.57088761,218531,243,54
Aarna Põlva,Laheda Põlva,3,315,674944.509786367,6441704.07653385,678342.263441204,6428252.87416101,265963,243,3
Aarna Põlva,Mammaste Põlva,3,383,674944.509786367,6441704.07653385,678687.442225987,6441319.44570537,323559,243,25
Aarna Põlva,Peri Põlva,3,484,674944.509786367,6441704.07653385,682840.038892274,6433919.71586962,409106,243,7
Aarna Põlva,Põlgaste Põlva,3,520,674944.509786367,6441704.07653385,670339.197755218,6431737.44451613,439598,243,4
Aarna Põlva,Põlva linn,3,523,674944.509786367,6441704.07653385,681216.429328809,6439583.71137453,442139,243,50
Aarna Põlva,Rosma Põlva,3,573,674944.509786367,6441704.07653385,685801.890652496,6437191.03571439,484489,243,4
Aarna Põlva,Saverna Põlva,3,613,674944.509786367,6441704.07653385,660872.252931217,6439019.87124982,518369,243,1
Aarna Põlva,Taevaskoja Põlva,3,655,674944.509786367,6441704.07653385,679749.261985646,6443971.47950579,553943,243,2
Aarna Põlva,Tartu linn,3,673,674944.509786367,6441704.07653385,659624.726363288,6473199.66059353,569189,243,9
Aarna Põlva,Valgjärve Põlva,3,741,674944.509786367,6441704.07653385,655595.385730742,6440285.01027447,626785,243,1
Aarna Põlva,Vastse-Kuuste Põlva,3,766,674944.509786367,6441704.07653385,673898.270250924,6451494.0100595,647960,243,11
Aarna Põlva,Veriora Põlva,3,776,674944.509786367,6441704.07653385,698629.952325851,6431622.86170406,656430,243,1
Aarna Põlva,Võru linn,3,812,674944.509786367,6441704.07653385,678417.52834674,6414735.69862271,686922,243,1
Aarna Põlva,Väimela-Parksepa Võru,3,822,674944.509786367,6441704.07653385,676838.407503159,6421711.98273688,695392,243,1
Aarna Põlva,Ülenurme Tartu,3,839,674944.509786367,6441704.07653385,659202.938890576,6468463.21519799,709791,243,1
Aaspere Lääne-Viru,Aaspere Lääne-Viru,4,4,620838.092142979,6592461.78360143,620838.092142979,6592461.78360143,4241,441,173
Aaspere Lääne-Viru,Annikvere Lääne-Viru,4,26,620838.092142979,6592461.78360143,621419.471106512,6597901.8118233,22028,441,22
Aaspere Lääne-Viru,Arkna Lääne-Viru,4,33,620838.092142979,6592461.78360143,635822.651316361,6586469.53317697,27957,441,1
Aaspere Lääne-Viru,Essu Lääne-Viru,4,57,620838.092142979,6592461.78360143,633523.657967935,6589444.26864853,48285,441,2
Aaspere Lääne-Viru,Haljala Lääne-Viru,4,70,620838.092142979,6592461.78360143,627598.902027043,6590770.83779174,59296,441,76
Aaspere Lääne-Viru,Hulja Lääne-Viru,4,88,620838.092142979,6592461.78360143,625641.911715165,6581023.94434759,74542,441,3
Aaspere Lääne-Viru,Jüri Harju,4,131,620838.092142979,6592461.78360143,552908.081652707,6578812.20757619,110963,441,1
Aaspere Lääne-Viru,Kadrina Lääne-Viru,4,145,620838.092142979,6592461.78360143,621707.515184145,6580574.68301851,122821,441,6
Aaspere Lääne-Viru,Karepa Lääne-Viru,4,166,620838.092142979,6592461.78360143,631851.078465187,6602437.26013933,140608,441,1
Aaspere Lääne-Viru,Kesklinna linnaosa,4,845,620838.092142979,6592461.78360143,543405.459220458,6588250.78849127,714874,441,1
Aaspere Lääne-Viru,Kihlevere-Ama Lääne-Viru,4,199,620838.092142979,6592461.78360143,618941.727719718,6586806.16779015,168559,441,25
Aaspere Lääne-Viru,Kunda linn,4,264,620838.092142979,6592461.78360143,643350.938124471,6599243.44333012,223614,441,1
Aaspere Lääne-Viru,Kunda Lääne-Viru,4,265,620838.092142979,6592461.78360143,640486.217144079,6596748.85631489,224461,441,1
Aaspere Lääne-Viru,Lasnamäe linnaosa,4,847,620838.092142979,6592461.78360143,548341.135208003,6588755.07427163,716568,441,1
Aaspere Lääne-Viru,Lepna Lääne-Viru,4,337,620838.092142979,6592461.78360143,630128.107388024,6578368.65935527,284598,441,5
Aaspere Lääne-Viru,Loobu-Viitna Lääne-Viru,4,355,620838.092142979,6592461.78360143,610511.348190611,6591534.37741042,299844,441,22
Aaspere Lääne-Viru,Neeruti Lääne-Viru,4,427,620838.092142979,6592461.78360143,621161.850126097,6574723.9602625,360828,441,1
Aaspere Lääne-Viru,Palmse Lääne-Viru,4,468,620838.092142979,6592461.78360143,611783.859201885,6597904.83359583,395555,441,3
Aaspere Lääne-Viru,Peetri Harju,4,480,620838.092142979,6592461.78360143,547720.49458339,6583147.04786292,405719,441,1
Aaspere Lääne-Viru,Rakvere linn,4,545,620838.092142979,6592461.78360143,634418.982769697,6580948.11115079,460774,441,50
Aaspere Lääne-Viru,Sagadi Lääne-Viru,4,593,620838.092142979,6592461.78360143,617255.493470706,6602731.45077415,501430,441,2
Aaspere Lääne-Viru,Sõmeru Lääne-Viru,4,643,620838.092142979,6592461.78360143,639661.97292439,6583194.62761003,543780,441,12
Aaspere Lääne-Viru,Ubja Lääne-Viru,4,710,620838.092142979,6592461.78360143,638490.415367792,6591194.40308381,600529,441,1
Aaspere Lääne-Viru,Varangu Lääne-Viru,4,756,620838.092142979,6592461.78360143,630944.381759368,6596711.84607074,639491,441,9
Aaspere Lääne-Viru,Veltsi Lääne-Viru,4,773,620838.092142979,6592461.78360143,629848.764188269,6584095.40241892,653890,441,2
Aaspere Lääne-Viru,Vergi Lääne-Viru,4,775,620838.092142979,6592461.78360143,617626.250185335,6607493.70690885,655584,441,3
Aaspere Lääne-Viru,Vihula Lääne-Viru,4,781,620838.092142979,6592461.78360143,623936.750662563,6602815.99320733,660666,441,5
Aaspere Lääne-Viru,Vinni-Pajusti Lääne-Viru,4,791,620838.092142979,6592461.78360143,637394.763422881,6573186.19998654,669136,441,3
Aaspere Lääne-Viru,Vohnja Lääne-Viru,4,797,620838.092142979,6592461.78360143,613666.129883059,6580453.21418991,674218,441,2
Abja-Paluoja linn,Abja-Paluoja linn,5,5,579742.050531149,6444023.49277757,579742.050531149,6444023.49277757,5089,1057,422
Abja-Paluoja linn,Abja Viljandi,5,6,579742.050531149,6444023.49277757,579178.093069797,6441166.17646171,5936,1057,223
Abja-Paluoja linn,Halliste Viljandi,5,73,579742.050531149,6444023.49277757,582557.958278668,6448836.64096597,61838,1057,195
Abja-Paluoja linn,Heimtali Viljandi,5,79,579742.050531149,6444023.49277757,587663.942483642,6463381.52807946,66920,1057,2
Abja-Paluoja linn,Jämejala Viljandi,5,121,579742.050531149,6444023.49277757,592334.263646711,6472876.09275266,102494,1057,1
Abja-Paluoja linn,Kabala Järva,5,139,579742.050531149,6444023.49277757,594688.092794265,6506684.63170001,117740,1057,2
Abja-Paluoja linn,Kaisma Pärnu,5,150,579742.050531149,6444023.49277757,544374.703191042,6504141.37346214,127057,1057,2
Abja-Paluoja linn,Kajamaa Harju,5,152,579742.050531149,6444023.49277757,541283.783148685,6570729.11232448,128751,1057,3
Abja-Paluoja linn,Karksi-Nuia linn,5,172,579742.050531149,6444023.49277757,591498.605524354,6441171.50463082,145691,1057,19
Abja-Paluoja linn,Karksi-Nuia Viljandi,5,173,579742.050531149,6444023.49277757,592562.855367176,6437050.76579979,146538,1057,18
Abja-Paluoja linn,Karksi Viljandi,5,174,579742.050531149,6444023.49277757,593328.695391855,6443387.07362272,147385,1057,7
Abja-Paluoja linn,Karula Viljandi,5,176,579742.050531149,6444023.49277757,593663.939207082,6477349.07460656,149079,1057,1
Abja-Paluoja linn,Kilingi-Nõmme linn,5,208,579742.050531149,6444023.49277757,556538.130899571,6445970.18311148,176183,1057,4
Abja-Paluoja linn,Lilli Viljandi,5,343,579742.050531149,6444023.49277757,591153.484088561,6429401.21009419,289681,1057,2
Abja-Paluoja linn,Mõisaküla linn,5,406,579742.050531149,6444023.49277757,569714.903946155,6439681.25201315,343042,1057,6
Abja-Paluoja linn,Mõisaküla Viljandi,5,408,579742.050531149,6444023.49277757,569463.238781226,6439347.61105238,344736,1057,17
Abja-Paluoja linn,Nõmme linnaosa,5,843,579742.050531149,6444023.49277757,538867.807139705,6582028.07652307,713181,1057,3
Abja-Paluoja linn,Paistu Viljandi,5,460,579742.050531149,6444023.49277757,594865.636539813,6458114.58121972,388780,1057,2
Abja-Paluoja linn,Polli Viljandi,5,499,579742.050531149,6444023.49277757,590145.450235925,6445697.22612924,421813,1057,7
Abja-Paluoja linn,Päri Viljandi,5,528,579742.050531149,6444023.49277757,587763.973218121,6469644.56522153,446376,1057,5
Abja-Paluoja linn,Pärnu linn,5,533,579742.050531149,6444023.49277757,530764.174528702,6471611.90382032,450611,1057,8
Abja-Paluoja linn,Saarde Pärnu,5,586,579742.050531149,6444023.49277757,555688.43829971,6440268.27972163,495502,1057,2
Abja-Paluoja linn,Sudiste Viljandi,5,631,579742.050531149,6444023.49277757,598844.196922316,6442094.28359648,533617,1057,1
Abja-Paluoja linn,Tali Pärnu,5,662,579742.050531149,6444023.49277757,545693.574769359,6433340.07160629,559874,1057,2
Abja-Paluoja linn,Tartu linn,5,673,579742.050531149,6444023.49277757,659624.726363288,6473199.66059353,569191,1057,4
Abja-Paluoja linn,Tihemetsa Pärnu,5,676,579742.050531149,6444023.49277757,561608.309895796,6449636.69126978,571732,1057,7
Abja-Paluoja linn,Tõlla Pärnu,5,699,579742.050531149,6444023.49277757,565542.646749834,6448583.53514175,591213,1057,1
Abja-Paluoja linn,Vana-Kariste Viljandi,5,750,579742.050531149,6444023.49277757,575186.184317389,6450282.13461474,634410,1057,13
Abja-Paluoja linn,Viiratsi Viljandi,5,783,579742.050531149,6444023.49277757,598320.07640051,6468454.62824764,662361,1057,5
Abja-Paluoja linn,Viljandi linn,5,788,579742.050531149,6444023.49277757,593137.559151462,6469928.17101776,666596,1057,40
Abja-Paluoja linn,Õisu Viljandi,5,832,579742.050531149,6444023.49277757,588943.147571652,6452915.53980387,703864,1057,29
Abja-Paluoja linn,Ülenurme Tartu,5,839,579742.050531149,6444023.49277757,659202.938890576,6468463.21519799,709793,1057,2
Abja Viljandi,Abja-Paluoja linn,6,5,579178.093069797,6441166.17646171,579742.050531149,6444023.49277757,5090,564,154
Abja Viljandi,Abja Viljandi,6,6,579178.093069797,6441166.17646171,579178.093069797,6441166.17646171,5937,564,128
Abja Viljandi,Halliste Viljandi,6,73,579178.093069797,6441166.17646171,582557.958278668,6448836.64096597,61839,564,72
Abja Viljandi,Heimtali Viljandi,6,79,579178.093069797,6441166.17646171,587663.942483642,6463381.52807946,66921,564,2
Abja Viljandi,Jämejala Viljandi,6,121,579178.093069797,6441166.17646171,592334.263646711,6472876.09275266,102495,564,1
Abja Viljandi,Kabala Järva,6,139,579178.093069797,6441166.17646171,594688.092794265,6506684.63170001,117741,564,1
Abja Viljandi,Kaisma Pärnu,6,150,579178.093069797,6441166.17646171,544374.703191042,6504141.37346214,127058,564,1
Abja Viljandi,Kajamaa Harju,6,152,579178.093069797,6441166.17646171,541283.783148685,6570729.11232448,128752,564,1
Abja Viljandi,Karksi-Nuia linn,6,172,579178.093069797,6441166.17646171,591498.605524354,6441171.50463082,145692,564,12
Abja Viljandi,Karksi-Nuia Viljandi,6,173,579178.093069797,6441166.17646171,592562.855367176,6437050.76579979,146539,564,11
Abja Viljandi,Karksi Viljandi,6,174,579178.093069797,6441166.17646171,593328.695391855,6443387.07362272,147386,564,4
Abja Viljandi,Kilingi-Nõmme linn,6,208,579178.093069797,6441166.17646171,556538.130899571,6445970.18311148,176184,564,2
Abja Viljandi,Kooraste Põlva,6,242,579178.093069797,6441166.17646171,656180.788807739,6427525.32336425,204982,564,1
Abja Viljandi,Lilli Viljandi,6,343,579178.093069797,6441166.17646171,591153.484088561,6429401.21009419,289682,564,11
Abja Viljandi,Mõisaküla linn,6,406,579178.093069797,6441166.17646171,569714.903946155,6439681.25201315,343043,564,8
Abja Viljandi,Mõisaküla Viljandi,6,408,579178.093069797,6441166.17646171,569463.238781226,6439347.61105238,344737,564,75
Abja Viljandi,Nõmme linnaosa,6,843,579178.093069797,6441166.17646171,538867.807139705,6582028.07652307,713182,564,1
Abja Viljandi,Paistu Viljandi,6,460,579178.093069797,6441166.17646171,594865.636539813,6458114.58121972,388781,564,1
Abja Viljandi,Peetri Harju,6,480,579178.093069797,6441166.17646171,547720.49458339,6583147.04786292,405721,564,1
Abja Viljandi,Polli Viljandi,6,499,579178.093069797,6441166.17646171,590145.450235925,6445697.22612924,421814,564,4
Abja Viljandi,Päri Viljandi,6,528,579178.093069797,6441166.17646171,587763.973218121,6469644.56522153,446377,564,3
Abja Viljandi,Pärnu linn,6,533,579178.093069797,6441166.17646171,530764.174528702,6471611.90382032,450612,564,3
Abja Viljandi,Rimmu Viljandi,6,565,579178.093069797,6441166.17646171,581242.190035366,6458662.52099299,477716,564,2
Abja Viljandi,Saarde Pärnu,6,586,579178.093069797,6441166.17646171,555688.43829971,6440268.27972163,495503,564,1
Abja Viljandi,Sudiste Viljandi,6,631,579178.093069797,6441166.17646171,598844.196922316,6442094.28359648,533618,564,1
Abja Viljandi,Tali Pärnu,6,662,579178.093069797,6441166.17646171,545693.574769359,6433340.07160629,559875,564,1
Abja Viljandi,Tartu linn,6,673,579178.093069797,6441166.17646171,659624.726363288,6473199.66059353,569192,564,1
Abja Viljandi,Tihemetsa Pärnu,6,676,579178.093069797,6441166.17646171,561608.309895796,6449636.69126978,571733,564,3
Abja Viljandi,Uue-Kariste Viljandi,6,720,579178.093069797,6441166.17646171,578168.030537873,6455613.54132574,609001,564,2
Abja Viljandi,Vana-Kariste Viljandi,6,750,579178.093069797,6441166.17646171,575186.184317389,6450282.13461474,634411,564,17
Abja Viljandi,Vidrike Valga,6,778,579178.093069797,6441166.17646171,648199.949259565,6428504.44737932,658127,564,1
Abja Viljandi,Viiratsi Viljandi,6,783,579178.093069797,6441166.17646171,598320.07640051,6468454.62824764,662362,564,2
Abja Viljandi,Viljandi linn,6,788,579178.093069797,6441166.17646171,593137.559151462,6469928.17101776,666597,564,23
Abja Viljandi,Õisu Viljandi,6,832,579178.093069797,6441166.17646171,588943.147571652,6452915.53980387,703865,564,11
Abja Viljandi,Ülenurme Tartu,6,839,579178.093069797,6441166.17646171,659202.938890576,6468463.21519799,709794,564,1
Abruka Saare,Kuressaare linn,7,270,412147.380953649,6446327.43789785,411346.72733293,6457438.29708156,228699,28,24
Abruka Saare,Laheküla Saare,7,316,412147.380953649,6446327.43789785,409454.657843746,6459681.76403422,266814,28,1
Adavere Jõgeva,Adavere Jõgeva,8,8,609318.840651946,6511405.5240824,609318.840651946,6511405.5240824,7633,764,322
Adavere Jõgeva,Esku Jõgeva,8,56,609318.840651946,6511405.5240824,606655.096122157,6501738.53037671,47442,764,4
Adavere Jõgeva,Haage Tartu,8,58,609318.840651946,6511405.5240824,649045.332982645,6470852.0148829,49136,764,1
Adavere Jõgeva,Häädemeeste Pärnu,8,91,609318.840651946,6511405.5240824,532024.123700203,6441483.56571153,77087,764,2
Adavere Jõgeva,Imavere Järva,8,100,609318.840651946,6511405.5240824,601601.424513249,6512263.44009407,84710,764,15
Adavere Jõgeva,Jõgeva linn,8,115,609318.840651946,6511405.5240824,638568.390650235,6514080.53478047,97415,764,1
Adavere Jõgeva,Jõgeva ümbrus Jõgeva,8,116,609318.840651946,6511405.5240824,639562.626132195,6516468.19429941,98262,764,1
Adavere Jõgeva,Kabala Järva,8,139,609318.840651946,6511405.5240824,594688.092794265,6506684.63170001,117743,764,2
Adavere Jõgeva,Kalana Jõgeva,8,153,609318.840651946,6511405.5240824,618899.807135385,6511802.87136711,129601,764,4
