name,lng,lat
Karinu Järva,25.99232215578157,59.02885806786204
Karitsa Lääne-Viru,26.336744177581107,59.29833688097184
Karja Saare,22.684629024092942,58.4971147340271
Karjaküla Harju,24.357744375300673,59.34376148482396
Karksi Viljandi,25.5838276718343,58.1216637796977
Karksi-Nuia Viljandi,25.56832195040076,58.06495057546064
Karksi-Nuia linn,25.551911357885686,58.10216078555677
Karkuse Lääne-Viru,25.992144397717492,59.2151415540394
Karula Viljandi,25.6032883459218,58.42643264764778
Kasari Lääne,24.00930486075887,58.751930445106666
Kassari Hiiu,22.829010908564655,58.79707840498041
Kassinurme Jõgeva,26.45941337237363,58.6863257745252
Kastna Pärnu,23.92468344104331,58.36894692968673
Kauksi Põlva,27.241906617215694,58.08806043532491
Kauksi-Kuru Ida-Viru,27.244102684430764,59.01556696157346
Kaunispe-Rahuste Saare,22.1219717050545,58.04689860417238
Kavandi Saare,22.853989268683897,58.58010264503035
Kavaru Pärnu,24.190678005263095,58.29883107417908
Kavastu Tartu,27.068731602941238,58.39880593070774
Keava Rapla,24.93145692396725,58.945242470760235
Keeni Valga,26.313229059713432,57.96197549123689
Kehra Harju,25.431330197233567,59.332494953454244
Kehra linn,25.330839727061633,59.335788204894996
Kehtna Rapla,24.878926059262774,58.88434906530188
Keila linn,24.393202301001427,59.31182579160131
Keila-Joa Harju,24.2794867249358,59.39187745863064
Kelvingi Harju,24.838205351325005,59.55000919280612
Kesklinna linnaosa,24.764737777605827,59.429887212165966
Kesse Saare,23.429591148776446,58.63291687703874
Kestla Ida-Viru,26.89328108238538,59.40838388960419
Kihelkonna Saare,22.069456899758258,58.35896202112148
Kihlepa - Soomra Pärnu,24.177904725242097,58.39723381274351
Kihlevere-Ama Lääne-Viru,26.094219106505726,59.4024729450469
Kihnu Pärnu,23.984786690617565,58.12911729686969
Kiideva Lääne,23.551229520324966,58.79196236072376
Kiikla Ida-Viru,27.218591888339457,59.280091543484765
Kiili Harju,24.837089932066764,59.3129782751794
Kiili alev,24.837779622014676,59.30796640801099
Kiisa-Kurtna Harju,24.77091951923696,59.23096456540031
Kiiu Harju,25.39900774729512,59.46036187403184
Kikepera Pärnu,24.84433908644435,58.29356462224278
Kilingi-Nõmme linn,24.960209452491053,58.15111606113818
Kiltsi-Vao Lääne-Viru,26.184527667728336,59.08477583560254
Kirbla Lääne,24.029202486698722,58.716625041951005
Kirna Järva,25.454257028417597,58.85024463454622
Kivi-Vigala Rapla,24.376083725581893,58.714053030002496
Kiviõli linn,26.965414374278776,59.354529053380794
Klooga Harju,24.188972041102897,59.31577219881725
Kloogaranna Harju,24.261100580256443,59.33982469144058
Kloostri Lääne,23.844953841431312,58.747424906622776
Kobela Võru,26.462471254040054,57.834561606121945
Kodasema Järva,25.767733018485483,59.00239263622663
Kodasoo Harju,25.30827204752267,59.43917411059857
Kodila Rapla,24.637469057605603,59.03980764842578
Koeru Järva,26.0495562657036,58.978969792648286
Kohila Rapla,24.75335660515399,59.15906288787001
Kohila alev,24.754648903189402,59.17011299357566
Kohtla Ida-Viru,27.213223594033327,59.344301566651126
Kohtla-Järve linn,27.31590288134762,59.367152757413365
Kohtla-Nõmme alev,27.19314198540193,59.35696230286169
Koigi Järva,25.725763034244647,58.83074457196081
Koikküla Valga,26.27203550139532,57.70612015350895
Kokora Tartu,27.065186781935527,58.62834945541606
Koksvere Viljandi,25.620623238322803,58.60788779032766
Kolga Harju,25.637239270852444,59.48949521287518
Kolga-Jaani Viljandi,25.901042453111707,58.520296661933415
Kolgaküla Harju,25.721321207744644,59.540183631669095
Koljala-Vainu Ida-Viru,26.948023229779388,59.384739591593316
Kolu Järva,25.259488372527223,58.77843369048387
Koluvere Lääne,24.070239388592714,58.91839052180687
Konguta Tartu,26.32789738428091,58.229156622801064
Konuvere Rapla,24.42863582664083,58.81325728588179
Koogi Jõgeva,26.480375639993444,58.5698363235042
Koogu Ida-Viru,26.819631375100037,59.42632090080649
Koonga Pärnu,24.22694587280433,58.54156035906338
Kooraste Põlva,26.638999018961382,57.96155485308888
Koosa Tartu,27.110155654479367,58.484586831980835
Kootsi Viljandi,25.2971390885565,58.56985575787967
Kose Harju,25.193320403272423,59.19507883205006
Kose Ida-Viru,27.484983155300814,59.337374848904275
Kose Võru,27.087850911971945,57.79307441365482
Kose-Uuemõisa Harju,25.074989925561088,59.210392834945985
Kostivere Harju,25.102370242549725,59.423638870159444
Kotinuka Ida-Viru,27.44172270704976,59.39371148570388
Krabi Võru,26.762772497603244,57.610838666211485
Kristiine linnaosa,24.711208697188056,59.415103033062955
Krootuse Põlva,26.83211209931021,58.08156429375291
Kudina Jõgeva,26.69865562845993,58.662537441315685
Kudjape Saare,22.53231577972709,58.262046139491
Kudruküla Ida-Viru,28.096010163894633,59.43614462248306
Kuigatsi Valga,26.243876347958526,58.002898538142375
Kuijõe Lääne,24.01375693139116,59.1037392210177
Kuima-Tännassilma Põlva,26.977441352717943,58.027851858089676
Kuimetsa Rapla,25.14610030393034,59.048839704476535
Kukruse Ida-Viru,27.373554684517632,59.39551308484682
Kuldre Võru,26.464005537154264,57.904835350982026
Kullamaa Lääne,24.10875427930128,58.85651922660488
Kullimaa Rapla,25.128728723461627,58.747171870000145
Kunda Lääne-Viru,26.479709101279763,59.485076963643436
Kunda linn,26.531888141351224,59.506492467168215
Kungla Jõgeva,26.65792619038248,58.79808331607226
Kuremaa Jõgeva,26.57135289396274,58.755773287406626
Kuremäe Ida-Viru,27.530756726813088,59.19987120538737
Kurenurme Võru,26.68930852041974,57.8291955822136
Kuressaare linn,22.49008680040241,58.24875649289655
Kurtna Ida-Viru,27.51218805493167,59.26847220812632
Kuusalu Harju,25.44593070686671,59.44144962438821
Kuusiku Rapla,24.71034596057926,58.9806721477607
Kuusna Järva,25.930472936372748,58.985949418567074
Kuutsi Võru,26.555050969311942,57.55895799256615
Kädva Rapla,25.14227196458163,58.90078080634414
Käina Hiiu,22.75594564235629,58.84873730773605
Käravete Järva,25.753890693095357,59.19449820871879
Kärdla linn,22.74411378143786,58.99619983983913
Kärevere Tartu,26.46208343804668,58.446855186679905
Kärkna Tartu,26.56806476752797,58.49494421818667
Kärla Saare,22.244946750643518,58.328542358523656
Kärstna Viljandi,25.764800138606564,58.14319350049153
Käru Lääne-Viru,26.464630003766732,58.98451723119885
Käru Rapla,25.163232430307822,58.825827558941945
Käsmu Lääne-Viru,25.89158100943398,59.60172132568641
Käsukonna Järva,25.74250853406894,58.78874228427451
Kääpa Jõgeva,26.854423966947667,58.7205436378666
Kääpa Võru,27.105228821152416,57.872039774337765
Kõima Pärnu,24.213475276291096,58.63025058482505
Kõinastu Saare,23.030699911829394,58.63210595263429
Kõljala Saare,22.703041473023536,58.36210904743571
Kõmsi Lääne,23.59965032014689,58.643244661234796
Kõnnu Harju,25.69729132131742,59.479339861613504
Kõo Viljandi,25.74116865736587,58.60419160854356
Kõpu Hiiu,22.218292612834585,58.915271171916615
Kõpu Viljandi,25.23707599256803,58.34405972843947
Kõrgessaare Hiiu,22.467898557212656,58.98057128266262
Kõrkvere Saare,23.233584770975057,58.471703629784855
Kõrveküla Tartu,26.807881098148556,58.43688924819675
Kõrvemetsa Ida-Viru,26.76482159441472,58.901253099606926
Kõue Harju,25.278388670715376,59.05765680644775
Külitse Tartu,26.631873888378884,58.3209064235051
Kündja Võru,27.190157098004313,57.69009728298432
Küti Lääne-Viru,26.562764767123536,59.21632742426748
Kütimäe Jõgeva,26.01654117573757,58.79028265314957
Laagna Ida-Viru,27.976223307235358,59.38545583354037
Laagri Harju,24.58179800875057,59.34929677248732
Laanemetsa Valga,26.323228610873038,57.64703305839308
Laatre Valga,26.269674468304654,57.844030467127745
Laekannu Ida-Viru,26.780099696396636,58.95269397691551
Laekvere Lääne-Viru,26.525184242678407,59.07248040808236
Laeva Tartu,26.328624955619784,58.47741582670957
Lagedi Harju,24.934889417997127,59.406146541632936
Laheda Põlva,27.013545325794595,57.959700053611854
Laheküla Saare,22.456994533153896,58.268507631025614
Laiksaare Pärnu,24.714195086566974,58.11614493394529
Laimjala-Kahtla Saare,22.997596621547377,58.416532018406514
Laitse-Ruila Harju,24.386432816842266,59.19796340183669
Laiuse Jõgeva,26.49771449714679,58.8070508933606
Lasila Lääne-Viru,26.24933897068298,59.270716267899914
Lasnamäe linnaosa,24.851802926400804,59.43387964278103
Lasva Võru,27.223891678986874,57.86634896364764
Lauka Hiiu,22.56668781478205,58.92857676938097
Laukna Rapla,24.178193640827388,58.95871322299557
Laulasmaa Harju,24.258522006240067,59.37744089853897
Laupa Järva,25.35815728132332,58.73757049393218
Lavassaare alev,24.37598288859038,58.506733188667035
Leebiku Valga,25.98226456640958,58.082915910434565
Leevaku Põlva,27.334733932654178,58.10488169560077
Leevi Põlva,27.20958610049065,57.94981377396365
Lehola Harju,24.32522614490422,59.2812906217223
Lehtse Lääne-Viru,25.85292887399387,59.24215799958858
Leie Viljandi,26.059618661221258,58.44259960410736
Leisi Saare,22.728484966241204,58.57019142350579
Lelle Rapla,25.016115141492694,58.87240937357887
Lepassaare Põlva,27.33773730460807,57.862106565973974
Lepna Lääne-Viru,26.285973390607218,59.32349601681645
Libatse Pärnu,24.497982838423688,58.68166181782385
Lihula Lääne,23.868598448436263,58.67743959385958
Lihula linn,23.830333374546033,58.6852449169874
Liiva Saare,23.212844008105485,58.60011603358731
Liivi Lääne,23.973607448828442,58.857696277972224
Lilli Viljandi,25.541472745773707,57.99658100164507
Lindi Pärnu,24.22221673465174,58.34132436708068
Linnaküla Valga,25.84504093855184,58.031478093034416
Linnamäe Lääne,23.691846189922213,59.020199864687484
Linnamäe Võru,26.708250074835647,57.87940390131913
Linte Põlva,27.40534877250089,58.16429928049451
Lipa Rapla,24.683006440483066,58.88859835686277
Lodja Pärnu,24.91509619779663,58.19414714025561
Lohkva Tartu,26.81602223418513,58.37196093228981
Lohusuu Ida-Viru,27.054507594435236,58.973706344009194
Loksa linn,25.716949188885287,59.578240343553716
Loo Harju,24.993787167809817,59.42950788477479
Loobu-Viitna Lääne-Viru,25.94828714194487,59.44717539324975
Loona-Kuusnõmme Saare,22.06169527939863,58.306575558089925
Loosi Võru,27.269015949004903,57.80379590455816
Luhamaa Võru,27.34974229376807,57.6289644187543
Luidja Hiiu,22.426328619978097,58.925751320939334
Luige Harju,24.78218044805762,59.339412725547305
Luke Tartu,26.541962534389256,58.23756228718268
Lustivere Jõgeva,26.148643172617913,58.66588182144261
Luua Jõgeva,26.625597324102895,58.63665793686047
Luunja Tartu,26.933396514665194,58.400915011954915
Luutsniku Võru,26.99075196079771,57.63310961082543
Lähte Tartu,26.679829065310788,58.48572740977617
Lähtru Lääne,23.911589610693305,58.910825481773124
Lõpe Pärnu,23.99092470103118,58.54568741193542
Lõve Valga,25.8429901500148,58.065349589648065
Lõõla Järva,25.37349082769637,58.938580058686966
Lüganuse Ida-Viru,27.05356491546095,59.37767645493339
Lüllemäe Valga,26.3859462623111,57.746020770344884
Lümanda Saare,22.02353913404885,58.26828237261281
Maardu linn,24.973585999612812,59.46525417275005
Maaritsa Põlva,26.700278954629695,58.15281974842805
Maarja Jõgeva,26.764075163126957,58.60472594431362
Maasi Saare,23.02071287742828,58.56852652968661
Madise Harju,24.156017352576033,59.27476676715515
Maidla Harju,24.604865726810125,59.2212663910552
Maidla-Savala Ida-Viru,26.973641769376293,59.31345221124319
Malla Lääne-Viru,26.620273443949518,59.50668780324745
Malvaste Hiiu,22.627965675538945,59.00802358257788
Mammaste Põlva,27.029334861457016,58.076759293481594
Manija Pärnu,24.12443639094127,58.214084841209036
Martna Lääne,23.77569403244009,58.861865956355565
Massiaru Pärnu,24.62708734623971,58.029492488012636
Matsalu Lääne,23.651613361593007,58.719369872400584
Matsuri Põlva,27.58891424494925,57.86948360044804
Meeksi Tartu,27.394965851413055,58.25785496401635
Meerapalu Tartu,27.359607105826125,58.37182706397832
Meeri Tartu,26.48190270094393,58.3005994481062
Melliste Tartu,26.975224057727132,58.32727433598337
Meremäe Võru,27.4448775796693,57.74526546892378
Metsküla Saare,22.54744953874481,58.56608201784641
Mihkli Pärnu,24.105966587006986,58.64802392334105
Miiaste Põlva,27.17925176753446,58.1164295618879
Mikitamäe Põlva,27.52575579579825,57.99592132999126
Misso Võru,27.23666498047481,57.58137153525301
Mooste Põlva,27.1823864753628,58.175134201469604
Mustamäe linnaosa,24.676419212080784,59.4031827239763
Mustjala Saare,22.262090486635067,58.45715155401126
Mustla Järva,25.46767629981277,59.05023882096525
Mustla Viljandi,25.831764480878796,58.22864683605342
Mustvee linn,26.936174480169672,58.84794506602211
Muuga Harju,24.944121437299273,59.489791536096554
Muuga Lääne-Viru,26.696404567768216,59.092519369891576
Mäetaguse Ida-Viru,27.232610821500153,59.188215034959015
Mäksa Tartu,26.9817504497664,58.36639374538959
Männamaa Hiiu,22.60781861795534,58.82803951887154
Männiku Harju,24.716748863191594,59.334537676660716
Mäo Järva,25.631494183639287,58.91024581253021
Märja Tartu,26.65958910403126,58.376322162771174
Märjamaa Rapla,24.40177103688739,58.906536963099356
Märjamaa alev,24.432625886256602,58.90477030175609
Mõisaküla Pärnu,24.6240150397789,58.62384561110683
Mõisaküla Viljandi,25.177710234730444,58.089813548432126
Mõisaküla linn,25.18207593695469,58.09276893202864
Mõniste Võru,26.63331966859524,57.599482335388544
Mündi Järva,25.592288028867394,58.84859195249411
Müüsleri Järva,25.878704834692993,58.915308006281805
Nabala Harju,24.8668294550578,59.26601377240353
Naissaare Harju,24.518188066116164,59.56603501118471
Narva linn,28.108778712528373,59.35431433617791
Narva-Jõesuu linn,28.025462344092283,59.442417320910394
Nasva-Keskranna Saare,22.36058226423624,58.22512897511237
Navi Võru,26.944100041262523,57.8707679646209
Neeme Harju,25.188753884825893,59.5040215754411
Neeruti Lääne-Viru,26.126541323035337,59.29344328063758
Noodasküla Võru,27.16429118473847,57.80491419421387
Nursi Võru,26.847497240193093,57.78742503941049
Nurste Hiiu,22.50497563846554,58.8159595523607
Nõgiaru Tartu,26.548383458777877,58.31369330321458
Nõmme linnaosa,24.683677768538992,59.37447290080702
Nõo Tartu,26.561625246841164,58.26707737457248
Nõuni Valga,26.50893383854895,58.126651284490364
Nõva Jõgeva,26.965501769748624,58.63847005124588
Nõva Lääne,23.68674969164216,59.20222054633388
Nüri Ida-Viru,26.817767984682074,59.298909764845696
Oandu Ida-Viru,26.974124423376267,59.26487014667564
Obinitsa Võru,27.447331692750577,57.810388366521764
Oidrema Pärnu,23.931331177303615,58.59638448103087
Oisu Järva,25.565401428111116,58.75024269767935
Olgino Ida-Viru,28.094617797280776,59.38793038660383
Ollepa Järva,25.427219125662432,58.65451921981096
Olustvere Viljandi,25.60325155178139,58.54583012613963
Oonga Lääne,23.751281584777146,58.8113702744197
Oonurme Ida-Viru,26.96830386165799,59.12145098182326
Orava Põlva,27.493246066098905,57.87424379731737
Orissaare Saare,23.09917798213066,58.550060841869865
Oru Harju,24.988681899987867,59.184291994737094
Osmussaare Lääne,23.39270439710095,59.290899268459015
Osula Võru,26.848775116773414,57.89599840852968
Otepää Valga,26.49307942849922,58.057243914106074
Otepää linn,26.48866405668422,58.05700569717343
Paadla Saare,22.26928717918908,58.26089894286407
Paadrema Pärnu,23.872650030798656,58.49019436590999
Paatsalu Pärnu,23.70809243852395,58.51785955940395
Padise Harju,24.11536317170071,59.19869465426901
Pagari Ida-Viru,27.365700365078894,59.273182427131154
Paide linn,25.556374598432086,58.884989244248985
Paikuse Pärnu,24.62414109786541,58.338499905445246
Paistu Viljandi,25.615920421060583,58.25352779954945
Paju Valga,26.08027814674173,57.819874246076196
Pajusi Jõgeva,25.970279054391078,58.73163076980291
Pala Jõgeva,26.99642591534392,58.701256948689
Palade-Hellamaa Hiiu,22.869257653621027,58.95389938074502
Palamuse Jõgeva,26.60212460001211,58.70513242350887
Paldiski linn,24.03139214381101,59.34640005800459
Palivere Lääne,23.896944841892815,58.99383866465781
Palmse Lääne-Viru,25.974012779060363,59.503998926497076
Palupera Valga,26.33552147392946,58.107512308778496
Pamma Saare,22.58575510796974,58.48367947314983
Pangodi Tartu,26.596285851637028,58.180202162524544
Paralepa Lääne,23.51832445627504,58.91515959821668
Parila Harju,25.231749774214162,59.34775612582455
Parila Lääne,23.637163149361605,58.870946094852705
Paunküla Harju,25.356056156208513,59.153682818599414
Peedu Järva,25.58349451316325,59.21179894818629
Peeri Ida-Viru,27.29968613496063,59.383424752531766
Peeterristi Ida-Viru,28.052787967185825,59.40282928241587
Peetri Harju,24.839630844242695,59.38361433629275
Peetri Järva,25.843898945196127,58.9623822065528
Peipsiääre Tartu,27.192172130913868,58.52572891720947
Peressaare Ida-Viru,26.855609939570865,59.08148777967282
Peri Põlva,27.09385435305441,58.008689025660765
Pidula Saare,22.157407907874475,58.39460594776009
Pihtla Saare,22.702743993644017,58.30468471687061
Piibe Lääne-Viru,26.201620545647756,58.933270975879495
Piilsi Ida-Viru,26.93664086676971,58.9285467240843
Piira Lääne-Viru,26.42117703612779,59.32648594184121
Piirissaare Tartu,27.500542338336423,58.37527779045844
Piirsalu Lääne,24.05836152574316,59.05731697729068
Piiumetsa Järva,25.305671011536937,58.88875153919174
Pikasilla Valga,26.041216016828333,58.099367994553674
Pikavere Harju,25.18799074114081,59.28466397425722
Pikevere Lääne-Viru,26.091557087604116,59.05378063363408
Pilistvere Viljandi,25.749475632150883,58.668485876873774
Pillapalu Harju,25.616730952551944,59.327241493784584
Pilu Jõgeva,25.82697400466523,58.70424138942596
Pirita linnaosa,24.862741687041055,59.47215628434966
Polli Viljandi,25.53071960898032,58.143063347825496
Polügoni Harju,25.782432275275035,59.376109859517086
Pootsi Pärnu,24.12084451911058,58.261729653911246
Porkuni Lääne-Viru,26.16988343653011,59.209137152394675
Prangli Harju,25.01298882671423,59.62407754208124
Prangli Põlva,26.80985761908941,58.1541331615296
Priipalu Valga,26.171361483793916,57.98001546876285
Pringi Harju,24.80759020630509,59.54707980968906
Prääma Järva,25.541474830727882,58.912272852536816
Puhja Tartu,26.301742848852733,58.3555056736242
Puhkova Ida-Viru,28.012065455796023,59.41940726358116
Puiatu Viljandi,25.393791744606943,58.34954612451185
Puide Valga,25.990694653098394,57.94335323590436
Puiga-Meegomäe Võru,26.953564362467187,57.80087146250107
Puise Lääne,23.47575025802481,58.80012644213268
Puka Valga,26.19516861773529,58.03560149197512
Purku Rapla,24.75948157756809,58.85207792304664
Purtse Ida-Viru,27.00589344520409,59.41495136298121
Puru Ida-Viru,27.43190622154522,59.29893200561373
Puurmani Jõgeva,26.26563755516735,58.566527951742685
Päidre Viljandi,25.519930951009687,58.26014179438175
Päinurme Järva,25.933434260754794,58.816931594866475
Päite Ida-Viru,27.675084248374255,59.38169546713615
Pältre Võru,27.27626001143662,57.653459110649045
Päri Viljandi,25.499382128720455,58.358501903284385
Pärispea Harju,25.746872657855757,59.60777679618204
